dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,24.818979,-1.317599,25.406448,10.396239,-2.015306,10.732192,0.566159
0.020000,24.992072,-1.203700,25.613653,10.360261,-1.798917,10.819431,0.597842
0.020000,25.160956,-1.084748,25.820224,10.328556,-1.585237,10.684005,0.629404
0.020000,25.325575,-0.960876,26.026243,10.300948,-1.380387,10.242525,0.660733
0.020000,25.485883,-0.832231,26.231786,10.277156,-1.189600,9.539358,0.691721
0.020000,25.641847,-0.698979,26.436922,10.256818,-1.016888,8.635603,0.722268
0.020000,25.793448,-0.561297,26.641713,10.239522,-0.864817,7.603517,0.752284
0.020000,25.940672,-0.419383,26.846199,10.224293,-0.761430,5.169369,0.781689
0.020000,26.083521,-0.273440,27.050417,10.210927,-0.668308,4.656073,0.810413
0.020000,26.222012,-0.123683,27.254395,10.198880,-0.602351,3.297863,0.838399
0.020000,26.356165,0.029666,27.458142,10.187370,-0.575499,1.342584,0.865601
0.020000,26.486008,0.186366,27.661647,10.175223,-0.607365,-1.593279,0.891981
0.020000,26.611588,0.346193,27.864907,10.163033,-0.609511,-0.107295,0.917517
0.020000,26.732956,0.508906,28.067900,10.149609,-0.671184,-3.083649,0.942193
0.020000,26.850171,0.674269,28.270592,10.134631,-0.748884,-3.885012,0.966000
0.020000,26.963300,0.842047,28.472947,10.117746,-0.844247,-4.768153,0.988940
0.020000,27.072407,1.011987,28.674897,10.097505,-1.012069,-8.391104,1.011018
0.020000,27.177586,1.183887,28.876422,10.076243,-1.063125,-2.552814,1.032247
0.020000,27.278907,1.357495,29.077434,10.050607,-1.281789,-10.933181,1.052642
0.020000,27.376472,1.532615,29.277899,10.023220,-1.369339,-4.377488,1.072226
0.020000,27.470367,1.709027,29.477742,9.992149,-1.553554,-9.210754,1.091018
0.020000,27.560681,1.886512,29.676884,9.957110,-1.751934,-9.918993,1.109044
0.020000,27.647519,2.064885,29.875272,9.919416,-1.884720,-6.639292,1.126331
0.020000,27.730971,2.243945,30.072824,9.877590,-2.091292,-10.328642,1.142903
0.020000,27.811141,2.423516,30.269478,9.832688,-2.245089,-7.689834,1.158789
0.020000,27.888132,2.603433,30.465176,9.784917,-2.388541,-7.172595,1.174018
0.020000,27.962038,2.783518,30.659836,9.733003,-2.595716,-10.358752,1.188615
0.020000,28.032957,2.963612,30.853391,9.677733,-2.763486,-8.388480,1.202608
0.020000,28.100985,3.143558,31.045767,9.618824,-2.945443,-9.097854,1.216023
0.020000,28.166225,3.323228,31.236915,9.557388,-3.071828,-6.319244,1.228886
0.020000,28.228766,3.502474,31.426758,9.492153,-3.261729,-9.495087,1.241221
0.020000,28.288700,3.681156,31.615224,9.423313,-3.442020,-9.014538,1.253052
0.020000,28.346116,3.859149,31.802248,9.351196,-3.605856,-8.191775,1.264401
0.020000,28.401107,4.036344,31.987780,9.276586,-3.730487,-6.231549,1.275292
0.020000,28.453771,4.212662,32.171795,9.200768,-3.790929,-3.022101,1.285747
