dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,18.035959,10.991731,24.824133,1.000462,-3.096602,8.448887,1.563646
0.020000,18.036087,11.010508,24.842911,0.938883,-3.078966,0.881788,1.564307
0.020000,18.036195,11.028127,24.860530,0.880965,-2.895866,9.155011,1.564926
0.020000,18.036287,11.044584,24.876988,0.822889,-2.903837,-0.398578,1.565503
0.020000,18.036365,11.059952,24.892356,0.768395,-2.724677,8.958021,1.566040
0.020000,18.036429,11.074261,24.906665,0.715451,-2.647186,3.874556,1.566539
0.020000,18.036482,11.087528,24.919932,0.663365,-2.604334,2.142596,1.567001
0.020000,18.036526,11.099817,24.932222,0.614463,-2.445078,7.962795,1.567427
0.020000,18.036562,11.111164,24.943569,0.567361,-2.355126,4.497595,1.567821
0.020000,18.036592,11.121585,24.953990,0.521048,-2.315619,1.975335,1.568181
0.020000,18.036615,11.131134,24.963538,0.477428,-2.181020,6.729945,1.568511
0.020000,18.036634,11.139852,24.972257,0.435907,-2.076050,5.248504,1.568812
0.020000,18.036648,11.147777,24.980181,0.396232,-1.983756,4.614722,1.569085
0.020000,18.036660,11.154945,24.987349,0.358413,-1.890953,4.640154,1.569332
0.020000,18.036668,11.161379,24.993784,0.321722,-1.834529,2.821197,1.569553
0.020000,18.036675,11.167133,24.999537,0.287667,-1.702738,6.589518,1.569751
0.020000,18.036680,11.172244,25.004648,0.255547,-1.605992,4.837342,1.569927
0.020000,18.036683,11.176750,25.009154,0.225311,-1.511833,4.707946,1.570081
0.020000,18.036686,11.180689,25.013094,0.196963,-1.417380,4.722628,1.570216
0.020000,18.036688,11.184099,25.016504,0.170510,-1.322670,4.735524,1.570333
0.020000,18.036689,11.187018,25.019423,0.145955,-1.227735,4.746749,1.570433
0.020000,18.036690,11.189484,25.021889,0.123303,-1.132606,4.756416,1.570517
0.020000,18.036690,11.191536,25.023940,0.102557,-1.037313,4.764641,1.570588
0.020000,18.036691,11.193210,25.025615,0.083719,-0.941883,4.771541,1.570645
0.020000,18.036691,11.194546,25.026950,0.066792,-0.846338,4.777231,1.570691
0.020000,18.036691,11.195581,25.027986,0.051778,-0.750701,4.781829,1.570726
0.020000,18.036691,11.196355,25.028759,0.038678,-0.654992,4.785449,1.570752
0.020000,18.036691,11.196905,25.029309,0.027494,-0.559228,4.788211,1.570771
0.020000,18.036691,11.197269,25.029674,0.018225,-0.463424,4.790230,1.570784
0.020000,18.036691,11.197487,25.029891,0.010874,-0.367591,4.791623,1.570791
0.020000,18.036691,11.197596,25.030000,0.005439,-0.271741,4.792508,1.570795
0.020000,18.036691,11.197634,25.030039,0.001921,-0.175881,4.793002,1.570796
0.020000,18.036691,11.197640,25.030045,0.000321,-0.080017,4.793222,1.570796
0.020000,18.036691,11.197640,25.030045,0.000000,-0.016042,3.198733,1.570796
